Fecha;Variable;Valor;Código validación;Unidad
8/11/11 18:10;Temperatura  a 0.1m;11.72;1;ºC
8/11/11 18:20;Temperatura  a 0.1m;11.65;1;ºC
8/11/11 18:30;Temperatura  a 0.1m;11.56;1;ºC
8/11/11 18:40;Temperatura  a 0.1m;11.63;1;ºC
8/11/11 18:50;Temperatura  a 0.1m;11.78;1;ºC
8/11/11 19:00;Temperatura  a 0.1m;11.89;1;ºC
8/11/11 19:10;Temperatura  a 0.1m;11.97;1;ºC
8/11/11 19:20;Temperatura  a 0.1m;11.87;1;ºC
8/11/11 19:30;Temperatura  a 0.1m;11.72;1;ºC
8/11/11 19:40;Temperatura  a 0.1m;11.71;1;ºC
8/11/11 19:50;Temperatura  a 0.1m;12.07;1;ºC
8/11/11 20:00;Temperatura  a 0.1m;12.21;1;ºC
8/11/11 20:10;Temperatura  a 0.1m;12.23;1;ºC
8/11/11 20:20;Temperatura  a 0.1m;12.40;1;ºC
8/11/11 20:30;Temperatura  a 0.1m;12.54;1;ºC
8/11/11 20:40;Temperatura  a 0.1m;12.64;1;ºC
8/11/11 20:50;Temperatura  a 0.1m;12.58;1;ºC
8/11/11 21:00;Temperatura  a 0.1m;12.58;1;ºC
8/11/11 21:10;Temperatura  a 0.1m;12.71;1;ºC
8/11/11 21:20;Temperatura  a 0.1m;12.61;1;ºC
8/11/11 21:30;Temperatura  a 0.1m;12.54;1;ºC
8/11/11 21:40;Temperatura  a 0.1m;12.56;1;ºC
8/11/11 21:50;Temperatura  a 0.1m;12.63;1;ºC
8/11/11 22:00;Temperatura  a 0.1m;12.67;1;ºC
8/11/11 22:10;Temperatura  a 0.1m;12.73;1;ºC
8/11/11 22:20;Temperatura  a 0.1m;12.80;1;ºC
8/11/11 22:30;Temperatura  a 0.1m;12.87;1;ºC
8/11/11 22:40;Temperatura  a 0.1m;12.93;1;ºC
8/11/11 22:50;Temperatura  a 0.1m;12.78;1;ºC
8/11/11 23:00;Temperatura  a 0.1m;12.79;1;ºC
8/11/11 23:10;Temperatura  a 0.1m;12.77;1;ºC
8/11/11 23:20;Temperatura  a 0.1m;12.74;1;ºC
8/11/11 23:30;Temperatura  a 0.1m;12.67;1;ºC
8/11/11 23:40;Temperatura  a 0.1m;12.59;1;ºC
8/11/11 23:50;Temperatura  a 0.1m;12.55;1;ºC
9/11/11 0:00;Temperatura  a 0.1m;12.53;1;ºC
9/11/11 0:10;Temperatura  a 0.1m;12.50;1;ºC
9/11/11 0:20;Temperatura  a 0.1m;12.42;1;ºC
9/11/11 0:30;Temperatura  a 0.1m;12.35;1;ºC
9/11/11 0:40;Temperatura  a 0.1m;12.26;1;ºC
9/11/11 0:50;Temperatura  a 0.1m;12.18;1;ºC
9/11/11 1:00;Temperatura  a 0.1m;12.08;1;ºC
9/11/11 1:10;Temperatura  a 0.1m;11.99;1;ºC
9/11/11 1:20;Temperatura  a 0.1m;11.88;1;ºC
9/11/11 1:30;Temperatura  a 0.1m;11.80;1;ºC
9/11/11 1:40;Temperatura  a 0.1m;11.78;1;ºC
9/11/11 1:50;Temperatura  a 0.1m;11.80;1;ºC
9/11/11 2:00;Temperatura  a 0.1m;11.81;1;ºC
9/11/11 2:10;Temperatura  a 0.1m;11.78;1;ºC
9/11/11 2:20;Temperatura  a 0.1m;11.76;1;ºC
9/11/11 2:30;Temperatura  a 0.1m;11.80;1;ºC
9/11/11 2:40;Temperatura  a 0.1m;11.81;1;ºC
9/11/11 2:50;Temperatura  a 0.1m;11.73;1;ºC
9/11/11 3:00;Temperatura  a 0.1m;11.65;1;ºC
9/11/11 3:10;Temperatura  a 0.1m;11.64;1;ºC
9/11/11 3:20;Temperatura  a 0.1m;11.66;1;ºC
9/11/11 3:30;Temperatura  a 0.1m;11.62;1;ºC
9/11/11 3:40;Temperatura  a 0.1m;11.53;1;ºC
9/11/11 3:50;Temperatura  a 0.1m;11.51;1;ºC
9/11/11 4:00;Temperatura  a 0.1m;11.49;1;ºC
9/11/11 4:10;Temperatura  a 0.1m;11.48;1;ºC
9/11/11 4:20;Temperatura  a 0.1m;11.40;1;ºC
9/11/11 4:30;Temperatura  a 0.1m;11.35;1;ºC
9/11/11 4:40;Temperatura  a 0.1m;11.37;1;ºC
9/11/11 4:50;Temperatura  a 0.1m;11.35;1;ºC
9/11/11 5:00;Temperatura  a 0.1m;11.32;1;ºC
9/11/11 5:10;Temperatura  a 0.1m;11.31;1;ºC
9/11/11 5:20;Temperatura  a 0.1m;11.32;1;ºC
9/11/11 5:30;Temperatura  a 0.1m;11.30;1;ºC
9/11/11 5:40;Temperatura  a 0.1m;11.32;1;ºC
9/11/11 5:50;Temperatura  a 0.1m;11.32;1;ºC
9/11/11 6:00;Temperatura  a 0.1m;11.32;1;ºC
9/11/11 6:10;Temperatura  a 0.1m;11.25;1;ºC
9/11/11 6:20;Temperatura  a 0.1m;11.10;1;ºC
9/11/11 6:30;Temperatura  a 0.1m;11.08;1;ºC
9/11/11 6:40;Temperatura  a 0.1m;10.72;1;ºC
9/11/11 6:50;Temperatura  a 0.1m;10.53;1;ºC
9/11/11 7:00;Temperatura  a 0.1m;10.74;1;ºC
9/11/11 7:10;Temperatura  a 0.1m;10.92;1;ºC
9/11/11 7:20;Temperatura  a 0.1m;10.96;1;ºC
9/11/11 7:30;Temperatura  a 0.1m;10.99;1;ºC
9/11/11 7:40;Temperatura  a 0.1m;10.93;1;ºC
9/11/11 7:50;Temperatura  a 0.1m;11.22;1;ºC
9/11/11 8:00;Temperatura  a 0.1m;11.76;1;ºC
9/11/11 8:10;Temperatura  a 0.1m;12.30;1;ºC
9/11/11 8:20;Temperatura  a 0.1m;12.52;1;ºC
9/11/11 8:30;Temperatura  a 0.1m;11.98;1;ºC
9/11/11 8:40;Temperatura  a 0.1m;11.88;1;ºC
9/11/11 8:50;Temperatura  a 0.1m;12.03;1;ºC
9/11/11 9:00;Temperatura  a 0.1m;12.47;1;ºC
9/11/11 9:10;Temperatura  a 0.1m;12.91;1;ºC
9/11/11 9:20;Temperatura  a 0.1m;13.54;1;ºC
9/11/11 9:30;Temperatura  a 0.1m;14.02;1;ºC
9/11/11 9:40;Temperatura  a 0.1m;13.29;1;ºC
9/11/11 9:50;Temperatura  a 0.1m;14.30;1;ºC
9/11/11 10:00;Temperatura  a 0.1m;14.62;1;ºC
9/11/11 10:10;Temperatura  a 0.1m;13.70;1;ºC
9/11/11 10:20;Temperatura  a 0.1m;14.40;1;ºC
9/11/11 10:30;Temperatura  a 0.1m;15.19;1;ºC
9/11/11 10:40;Temperatura  a 0.1m;14.81;1;ºC
9/11/11 10:50;Temperatura  a 0.1m;14.36;1;ºC
9/11/11 11:00;Temperatura  a 0.1m;14.26;1;ºC
9/11/11 11:10;Temperatura  a 0.1m;14.31;1;ºC
9/11/11 11:20;Temperatura  a 0.1m;15.45;1;ºC
9/11/11 11:30;Temperatura  a 0.1m;15.46;1;ºC
9/11/11 11:40;Temperatura  a 0.1m;15.04;1;ºC
9/11/11 11:50;Temperatura  a 0.1m;14.56;1;ºC
9/11/11 12:00;Temperatura  a 0.1m;14.79;1;ºC
9/11/11 12:10;Temperatura  a 0.1m;14.59;1;ºC
9/11/11 12:20;Temperatura  a 0.1m;14.49;1;ºC
9/11/11 12:30;Temperatura  a 0.1m;14.43;1;ºC
9/11/11 12:40;Temperatura  a 0.1m;14.37;1;ºC
9/11/11 12:50;Temperatura  a 0.1m;14.33;1;ºC
9/11/11 13:00;Temperatura  a 0.1m;14.38;1;ºC
9/11/11 13:10;Temperatura  a 0.1m;14.14;1;ºC
9/11/11 13:20;Temperatura  a 0.1m;13.51;1;ºC
9/11/11 13:30;Temperatura  a 0.1m;13.26;1;ºC
9/11/11 13:40;Temperatura  a 0.1m;12.82;1;ºC
9/11/11 13:50;Temperatura  a 0.1m;12.83;1;ºC
9/11/11 14:00;Temperatura  a 0.1m;12.81;1;ºC
9/11/11 14:10;Temperatura  a 0.1m;12.80;1;ºC
9/11/11 14:20;Temperatura  a 0.1m;12.75;1;ºC
9/11/11 14:30;Temperatura  a 0.1m;12.64;1;ºC
9/11/11 14:40;Temperatura  a 0.1m;12.53;1;ºC
9/11/11 14:50;Temperatura  a 0.1m;12.65;1;ºC
9/11/11 15:00;Temperatura  a 0.1m;13.02;1;ºC
9/11/11 15:10;Temperatura  a 0.1m;13.16;1;ºC
9/11/11 15:20;Temperatura  a 0.1m;12.74;1;ºC
9/11/11 15:30;Temperatura  a 0.1m;12.55;1;ºC
9/11/11 15:40;Temperatura  a 0.1m;12.50;1;ºC
9/11/11 15:50;Temperatura  a 0.1m;12.73;1;ºC
9/11/11 16:00;Temperatura  a 0.1m;12.76;1;ºC
9/11/11 16:10;Temperatura  a 0.1m;12.59;1;ºC
9/11/11 16:20;Temperatura  a 0.1m;12.50;1;ºC
9/11/11 16:30;Temperatura  a 0.1m;12.38;1;ºC
9/11/11 16:40;Temperatura  a 0.1m;12.29;1;ºC
9/11/11 16:50;Temperatura  a 0.1m;12.15;1;ºC
9/11/11 17:00;Temperatura  a 0.1m;12.04;1;ºC
9/11/11 17:10;Temperatura  a 0.1m;11.94;1;ºC
9/11/11 17:20;Temperatura  a 0.1m;11.93;1;ºC
9/11/11 17:30;Temperatura  a 0.1m;11.85;1;ºC
9/11/11 17:40;Temperatura  a 0.1m;11.76;1;ºC
9/11/11 17:50;Temperatura  a 0.1m;11.86;1;ºC
9/11/11 18:00;Temperatura  a 0.1m;11.85;1;ºC
9/11/11 18:10;Temperatura  a 0.1m;11.75;1;ºC
9/11/11 18:20;Temperatura  a 0.1m;11.64;1;ºC
9/11/11 18:30;Temperatura  a 0.1m;11.58;1;ºC
9/11/11 18:40;Temperatura  a 0.1m;11.47;1;ºC
9/11/11 18:50;Temperatura  a 0.1m;11.41;1;ºC
9/11/11 19:00;Temperatura  a 0.1m;11.35;1;ºC
9/11/11 19:10;Temperatura  a 0.1m;11.26;1;ºC
9/11/11 19:20;Temperatura  a 0.1m;11.15;1;ºC
9/11/11 19:30;Temperatura  a 0.1m;11.15;1;ºC
9/11/11 19:40;Temperatura  a 0.1m;11.17;1;ºC
9/11/11 19:50;Temperatura  a 0.1m;11.16;1;ºC
9/11/11 20:00;Temperatura  a 0.1m;11.17;1;ºC
9/11/11 20:10;Temperatura  a 0.1m;11.14;1;ºC
9/11/11 20:20;Temperatura  a 0.1m;11.15;1;ºC
9/11/11 20:30;Temperatura  a 0.1m;11.22;1;ºC
9/11/11 20:40;Temperatura  a 0.1m;11.22;1;ºC
9/11/11 20:50;Temperatura  a 0.1m;11.23;1;ºC
9/11/11 21:00;Temperatura  a 0.1m;11.22;1;ºC
9/11/11 21:10;Temperatura  a 0.1m;11.23;1;ºC
9/11/11 21:20;Temperatura  a 0.1m;11.29;1;ºC
9/11/11 21:30;Temperatura  a 0.1m;11.28;1;ºC
9/11/11 21:40;Temperatura  a 0.1m;11.27;1;ºC
9/11/11 21:50;Temperatura  a 0.1m;11.26;1;ºC
9/11/11 22:00;Temperatura  a 0.1m;11.25;1;ºC
9/11/11 22:10;Temperatura  a 0.1m;11.20;1;ºC
9/11/11 22:20;Temperatura  a 0.1m;11.18;1;ºC
9/11/11 22:30;Temperatura  a 0.1m;11.14;1;ºC
9/11/11 22:40;Temperatura  a 0.1m;11.09;1;ºC
9/11/11 22:50;Temperatura  a 0.1m;11.09;1;ºC
9/11/11 23:00;Temperatura  a 0.1m;11.08;1;ºC
9/11/11 23:10;Temperatura  a 0.1m;11.04;1;ºC
9/11/11 23:20;Temperatura  a 0.1m;11.02;1;ºC
9/11/11 23:30;Temperatura  a 0.1m;11.00;1;ºC
9/11/11 23:40;Temperatura  a 0.1m;11.01;1;ºC
9/11/11 23:50;Temperatura  a 0.1m;11.02;1;ºC
10/11/11 0:00;Temperatura  a 0.1m;11.02;1;ºC
10/11/11 0:10;Temperatura  a 0.1m;10.97;1;ºC
10/11/11 0:20;Temperatura  a 0.1m;10.91;1;ºC
10/11/11 0:30;Temperatura  a 0.1m;10.89;1;ºC
10/11/11 0:40;Temperatura  a 0.1m;10.91;1;ºC
10/11/11 0:50;Temperatura  a 0.1m;10.95;1;ºC
10/11/11 1:00;Temperatura  a 0.1m;10.94;1;ºC
10/11/11 1:10;Temperatura  a 0.1m;10.90;1;ºC
10/11/11 1:20;Temperatura  a 0.1m;10.92;1;ºC
10/11/11 1:30;Temperatura  a 0.1m;10.95;1;ºC
10/11/11 1:40;Temperatura  a 0.1m;10.99;1;ºC
10/11/11 1:50;Temperatura  a 0.1m;11.02;1;ºC
10/11/11 2:00;Temperatura  a 0.1m;11.07;1;ºC
10/11/11 2:10;Temperatura  a 0.1m;11.09;1;ºC
10/11/11 2:20;Temperatura  a 0.1m;11.12;1;ºC
10/11/11 2:30;Temperatura  a 0.1m;11.12;1;ºC
10/11/11 2:40;Temperatura  a 0.1m;11.15;1;ºC
10/11/11 2:50;Temperatura  a 0.1m;11.18;1;ºC
10/11/11 3:00;Temperatura  a 0.1m;11.19;1;ºC
10/11/11 3:10;Temperatura  a 0.1m;11.15;1;ºC
10/11/11 3:20;Temperatura  a 0.1m;10.96;1;ºC
10/11/11 3:30;Temperatura  a 0.1m;10.90;1;ºC
10/11/11 3:40;Temperatura  a 0.1m;11.03;1;ºC
10/11/11 3:50;Temperatura  a 0.1m;11.08;1;ºC
10/11/11 4:00;Temperatura  a 0.1m;11.09;1;ºC
10/11/11 4:10;Temperatura  a 0.1m;11.08;1;ºC
10/11/11 4:20;Temperatura  a 0.1m;11.13;1;ºC
10/11/11 4:30;Temperatura  a 0.1m;11.10;1;ºC
10/11/11 4:40;Temperatura  a 0.1m;11.10;1;ºC
10/11/11 4:50;Temperatura  a 0.1m;11.14;1;ºC
10/11/11 5:00;Temperatura  a 0.1m;10.99;1;ºC
10/11/11 5:10;Temperatura  a 0.1m;10.76;1;ºC
10/11/11 5:20;Temperatura  a 0.1m;10.81;1;ºC
10/11/11 5:30;Temperatura  a 0.1m;10.73;1;ºC
10/11/11 5:40;Temperatura  a 0.1m;10.34;1;ºC
10/11/11 5:50;Temperatura  a 0.1m;10.45;1;ºC
10/11/11 6:00;Temperatura  a 0.1m;10.51;1;ºC
10/11/11 6:10;Temperatura  a 0.1m;10.63;1;ºC
10/11/11 6:20;Temperatura  a 0.1m;10.52;1;ºC
10/11/11 6:30;Temperatura  a 0.1m;10.63;1;ºC
10/11/11 6:40;Temperatura  a 0.1m;10.52;1;ºC
10/11/11 6:50;Temperatura  a 0.1m;10.50;1;ºC
10/11/11 7:00;Temperatura  a 0.1m;10.33;1;ºC
10/11/11 7:10;Temperatura  a 0.1m;10.50;1;ºC
10/11/11 7:20;Temperatura  a 0.1m;10.58;1;ºC
10/11/11 7:30;Temperatura  a 0.1m;10.67;1;ºC
10/11/11 7:40;Temperatura  a 0.1m;10.76;1;ºC
10/11/11 7:50;Temperatura  a 0.1m;10.94;1;ºC
10/11/11 8:00;Temperatura  a 0.1m;11.16;1;ºC
10/11/11 8:10;Temperatura  a 0.1m;11.61;1;ºC
10/11/11 8:20;Temperatura  a 0.1m;11.79;1;ºC
10/11/11 8:30;Temperatura  a 0.1m;11.88;1;ºC
10/11/11 8:40;Temperatura  a 0.1m;12.94;1;ºC
10/11/11 8:50;Temperatura  a 0.1m;13.59;1;ºC
10/11/11 9:00;Temperatura  a 0.1m;12.81;1;ºC
10/11/11 9:10;Temperatura  a 0.1m;12.82;1;ºC
10/11/11 9:20;Temperatura  a 0.1m;13.11;1;ºC
10/11/11 9:30;Temperatura  a 0.1m;13.47;1;ºC
10/11/11 9:40;Temperatura  a 0.1m;13.42;1;ºC
10/11/11 9:50;Temperatura  a 0.1m;12.85;1;ºC
10/11/11 10:00;Temperatura  a 0.1m;13.46;1;ºC
10/11/11 10:10;Temperatura  a 0.1m;14.68;1;ºC
10/11/11 10:20;Temperatura  a 0.1m;14.29;1;ºC
10/11/11 10:30;Temperatura  a 0.1m;13.69;1;ºC
10/11/11 10:40;Temperatura  a 0.1m;13.70;1;ºC
10/11/11 10:50;Temperatura  a 0.1m;13.98;1;ºC
10/11/11 11:00;Temperatura  a 0.1m;14.18;1;ºC
10/11/11 11:10;Temperatura  a 0.1m;14.84;1;ºC
10/11/11 11:20;Temperatura  a 0.1m;14.76;1;ºC
10/11/11 11:30;Temperatura  a 0.1m;15.13;1;ºC
10/11/11 11:40;Temperatura  a 0.1m;15.11;1;ºC
10/11/11 11:50;Temperatura  a 0.1m;14.72;1;ºC
10/11/11 12:00;Temperatura  a 0.1m;14.71;1;ºC
10/11/11 12:10;Temperatura  a 0.1m;15.45;1;ºC
10/11/11 12:20;Temperatura  a 0.1m;15.08;1;ºC
10/11/11 12:30;Temperatura  a 0.1m;15.05;1;ºC
10/11/11 12:40;Temperatura  a 0.1m;14.98;1;ºC
10/11/11 12:50;Temperatura  a 0.1m;14.80;1;ºC
10/11/11 13:00;Temperatura  a 0.1m;14.98;1;ºC
10/11/11 13:10;Temperatura  a 0.1m;14.94;1;ºC
10/11/11 13:20;Temperatura  a 0.1m;15.21;1;ºC
10/11/11 13:30;Temperatura  a 0.1m;15.13;1;ºC
10/11/11 13:40;Temperatura  a 0.1m;15.05;1;ºC
10/11/11 13:50;Temperatura  a 0.1m;15.21;1;ºC
10/11/11 14:00;Temperatura  a 0.1m;15.22;1;ºC
10/11/11 14:10;Temperatura  a 0.1m;15.13;1;ºC
10/11/11 14:20;Temperatura  a 0.1m;15.23;1;ºC
10/11/11 14:30;Temperatura  a 0.1m;15.18;1;ºC
10/11/11 14:40;Temperatura  a 0.1m;15.11;1;ºC
10/11/11 14:50;Temperatura  a 0.1m;15.07;1;ºC
10/11/11 15:00;Temperatura  a 0.1m;15.06;1;ºC
10/11/11 15:10;Temperatura  a 0.1m;15.14;1;ºC
10/11/11 15:20;Temperatura  a 0.1m;15.13;1;ºC
10/11/11 15:30;Temperatura  a 0.1m;15.09;1;ºC
10/11/11 15:40;Temperatura  a 0.1m;14.94;1;ºC
10/11/11 15:50;Temperatura  a 0.1m;14.82;1;ºC
10/11/11 16:00;Temperatura  a 0.1m;14.80;1;ºC
10/11/11 16:10;Temperatura  a 0.1m;14.63;1;ºC
10/11/11 16:20;Temperatura  a 0.1m;14.53;1;ºC
10/11/11 16:30;Temperatura  a 0.1m;14.37;1;ºC
10/11/11 16:40;Temperatura  a 0.1m;14.30;1;ºC
10/11/11 16:50;Temperatura  a 0.1m;13.99;1;ºC
10/11/11 17:00;Temperatura  a 0.1m;13.82;1;ºC
10/11/11 17:10;Temperatura  a 0.1m;13.81;1;ºC
10/11/11 17:20;Temperatura  a 0.1m;13.74;1;ºC
10/11/11 17:30;Temperatura  a 0.1m;13.60;1;ºC
10/11/11 17:40;Temperatura  a 0.1m;13.76;1;ºC
10/11/11 17:50;Temperatura  a 0.1m;13.86;1;ºC
10/11/11 18:00;Temperatura  a 0.1m;13.96;1;ºC
10/11/11 18:10;Temperatura  a 0.1m;14.05;1;ºC
10/11/11 18:20;Temperatura  a 0.1m;14.18;1;ºC
10/11/11 18:30;Temperatura  a 0.1m;14.06;1;ºC
10/11/11 18:40;Temperatura  a 0.1m;13.99;1;ºC
10/11/11 18:50;Temperatura  a 0.1m;14.11;1;ºC
10/11/11 19:00;Temperatura  a 0.1m;14.22;1;ºC
10/11/11 19:10;Temperatura  a 0.1m;14.16;1;ºC
10/11/11 19:20;Temperatura  a 0.1m;14.33;1;ºC
10/11/11 19:30;Temperatura  a 0.1m;14.26;1;ºC
10/11/11 19:40;Temperatura  a 0.1m;14.24;1;ºC
10/11/11 19:50;Temperatura  a 0.1m;14.25;1;ºC
10/11/11 20:00;Temperatura  a 0.1m;14.40;1;ºC
10/11/11 20:10;Temperatura  a 0.1m;14.46;1;ºC
10/11/11 20:20;Temperatura  a 0.1m;14.55;1;ºC
10/11/11 20:30;Temperatura  a 0.1m;14.55;1;ºC
10/11/11 20:40;Temperatura  a 0.1m;14.57;1;ºC
10/11/11 20:50;Temperatura  a 0.1m;14.71;1;ºC
10/11/11 21:00;Temperatura  a 0.1m;14.75;1;ºC
10/11/11 21:10;Temperatura  a 0.1m;14.69;1;ºC
10/11/11 21:20;Temperatura  a 0.1m;14.65;1;ºC
10/11/11 21:30;Temperatura  a 0.1m;14.36;1;ºC
10/11/11 21:40;Temperatura  a 0.1m;14.38;1;ºC
10/11/11 21:50;Temperatura  a 0.1m;13.91;1;ºC
10/11/11 22:00;Temperatura  a 0.1m;13.86;1;ºC
10/11/11 22:10;Temperatura  a 0.1m;13.58;1;ºC
10/11/11 22:20;Temperatura  a 0.1m;13.47;1;ºC
10/11/11 22:30;Temperatura  a 0.1m;13.32;1;ºC
10/11/11 22:40;Temperatura  a 0.1m;13.13;1;ºC
10/11/11 22:50;Temperatura  a 0.1m;12.98;1;ºC
10/11/11 23:00;Temperatura  a 0.1m;12.99;1;ºC
10/11/11 23:10;Temperatura  a 0.1m;12.92;1;ºC
10/11/11 23:20;Temperatura  a 0.1m;12.76;1;ºC
10/11/11 23:30;Temperatura  a 0.1m;12.42;1;ºC
10/11/11 23:40;Temperatura  a 0.1m;11.98;1;ºC
10/11/11 23:50;Temperatura  a 0.1m;11.70;1;ºC
11/11/11 0:00;Temperatura  a 0.1m;11.57;1;ºC
11/11/11 0:10;Temperatura  a 0.1m;11.51;1;ºC
11/11/11 0:20;Temperatura  a 0.1m;11.49;1;ºC
11/11/11 0:30;Temperatura  a 0.1m;11.46;1;ºC
11/11/11 0:40;Temperatura  a 0.1m;11.45;1;ºC
11/11/11 0:50;Temperatura  a 0.1m;11.50;1;ºC
11/11/11 1:00;Temperatura  a 0.1m;11.48;1;ºC
11/11/11 1:10;Temperatura  a 0.1m;11.54;1;ºC
11/11/11 1:20;Temperatura  a 0.1m;11.49;1;ºC
11/11/11 1:30;Temperatura  a 0.1m;11.28;1;ºC
11/11/11 1:40;Temperatura  a 0.1m;11.18;1;ºC
11/11/11 1:50;Temperatura  a 0.1m;11.08;1;ºC
11/11/11 2:00;Temperatura  a 0.1m;10.98;1;ºC
11/11/11 2:10;Temperatura  a 0.1m;10.88;1;ºC
11/11/11 2:20;Temperatura  a 0.1m;10.98;1;ºC
11/11/11 2:30;Temperatura  a 0.1m;11.04;1;ºC
11/11/11 2:40;Temperatura  a 0.1m;11.08;1;ºC
11/11/11 2:50;Temperatura  a 0.1m;11.13;1;ºC
11/11/11 3:00;Temperatura  a 0.1m;11.13;1;ºC
11/11/11 3:10;Temperatura  a 0.1m;11.22;1;ºC
11/11/11 3:20;Temperatura  a 0.1m;11.35;1;ºC
11/11/11 3:30;Temperatura  a 0.1m;11.43;1;ºC
11/11/11 3:40;Temperatura  a 0.1m;11.43;1;ºC
11/11/11 3:50;Temperatura  a 0.1m;11.42;1;ºC
11/11/11 4:00;Temperatura  a 0.1m;11.40;1;ºC
11/11/11 4:10;Temperatura  a 0.1m;11.38;1;ºC
11/11/11 4:20;Temperatura  a 0.1m;11.36;1;ºC
11/11/11 4:30;Temperatura  a 0.1m;11.35;1;ºC
11/11/11 4:40;Temperatura  a 0.1m;11.39;1;ºC
11/11/11 4:50;Temperatura  a 0.1m;11.33;1;ºC
11/11/11 5:00;Temperatura  a 0.1m;11.21;1;ºC
11/11/11 5:10;Temperatura  a 0.1m;11.19;1;ºC
11/11/11 5:20;Temperatura  a 0.1m;11.21;1;ºC
11/11/11 5:30;Temperatura  a 0.1m;11.21;1;ºC
11/11/11 5:40;Temperatura  a 0.1m;11.18;1;ºC
11/11/11 5:50;Temperatura  a 0.1m;11.19;1;ºC
11/11/11 6:00;Temperatura  a 0.1m;11.23;1;ºC
11/11/11 6:10;Temperatura  a 0.1m;11.08;1;ºC
11/11/11 6:20;Temperatura  a 0.1m;11.09;1;ºC
11/11/11 6:30;Temperatura  a 0.1m;11.09;1;ºC
11/11/11 6:40;Temperatura  a 0.1m;11.06;1;ºC
11/11/11 6:50;Temperatura  a 0.1m;10.98;1;ºC
11/11/11 7:00;Temperatura  a 0.1m;11.00;1;ºC
11/11/11 7:10;Temperatura  a 0.1m;10.94;1;ºC
11/11/11 7:20;Temperatura  a 0.1m;10.90;1;ºC
11/11/11 7:30;Temperatura  a 0.1m;10.86;1;ºC
11/11/11 7:40;Temperatura  a 0.1m;10.74;1;ºC
11/11/11 7:50;Temperatura  a 0.1m;10.73;1;ºC
11/11/11 8:00;Temperatura  a 0.1m;10.66;1;ºC
11/11/11 8:10;Temperatura  a 0.1m;10.63;1;ºC
11/11/11 8:20;Temperatura  a 0.1m;10.68;1;ºC
11/11/11 8:30;Temperatura  a 0.1m;10.72;1;ºC
11/11/11 8:40;Temperatura  a 0.1m;10.77;1;ºC
11/11/11 8:50;Temperatura  a 0.1m;10.86;1;ºC
11/11/11 9:00;Temperatura  a 0.1m;11.09;1;ºC
11/11/11 9:10;Temperatura  a 0.1m;11.27;1;ºC
11/11/11 9:20;Temperatura  a 0.1m;12.30;1;ºC
11/11/11 9:30;Temperatura  a 0.1m;12.64;1;ºC
11/11/11 9:40;Temperatura  a 0.1m;12.41;1;ºC
11/11/11 9:50;Temperatura  a 0.1m;12.98;1;ºC
11/11/11 10:00;Temperatura  a 0.1m;15.01;1;ºC
11/11/11 10:10;Temperatura  a 0.1m;13.07;1;ºC
11/11/11 10:20;Temperatura  a 0.1m;12.75;1;ºC
11/11/11 10:30;Temperatura  a 0.1m;12.66;1;ºC
11/11/11 10:40;Temperatura  a 0.1m;12.76;1;ºC
11/11/11 10:50;Temperatura  a 0.1m;12.83;1;ºC
11/11/11 11:00;Temperatura  a 0.1m;12.19;1;ºC
11/11/11 11:10;Temperatura  a 0.1m;11.90;1;ºC
11/11/11 11:20;Temperatura  a 0.1m;11.70;1;ºC
11/11/11 11:30;Temperatura  a 0.1m;11.29;1;ºC
11/11/11 11:40;Temperatura  a 0.1m;11.18;1;ºC
11/11/11 11:50;Temperatura  a 0.1m;11.40;1;ºC
11/11/11 12:00;Temperatura  a 0.1m;11.81;1;ºC
11/11/11 12:10;Temperatura  a 0.1m;11.80;1;ºC
11/11/11 12:20;Temperatura  a 0.1m;12.23;1;ºC
11/11/11 12:30;Temperatura  a 0.1m;12.96;1;ºC
11/11/11 12:40;Temperatura  a 0.1m;13.95;1;ºC
11/11/11 12:50;Temperatura  a 0.1m;13.93;1;ºC
11/11/11 13:00;Temperatura  a 0.1m;14.26;1;ºC
11/11/11 13:10;Temperatura  a 0.1m;13.81;1;ºC
11/11/11 13:20;Temperatura  a 0.1m;14.15;1;ºC
11/11/11 13:30;Temperatura  a 0.1m;15.85;1;ºC
11/11/11 13:40;Temperatura  a 0.1m;15.66;1;ºC
11/11/11 13:50;Temperatura  a 0.1m;15.21;1;ºC
11/11/11 14:00;Temperatura  a 0.1m;15.32;1;ºC
11/11/11 14:10;Temperatura  a 0.1m;14.43;1;ºC
11/11/11 14:20;Temperatura  a 0.1m;15.00;1;ºC
11/11/11 14:30;Temperatura  a 0.1m;14.15;1;ºC
11/11/11 14:40;Temperatura  a 0.1m;14.13;1;ºC
11/11/11 14:50;Temperatura  a 0.1m;13.85;1;ºC
11/11/11 15:00;Temperatura  a 0.1m;13.73;1;ºC
11/11/11 15:10;Temperatura  a 0.1m;14.96;1;ºC
11/11/11 15:20;Temperatura  a 0.1m;14.16;1;ºC
11/11/11 15:30;Temperatura  a 0.1m;14.57;1;ºC
11/11/11 15:40;Temperatura  a 0.1m;13.94;1;ºC
11/11/11 15:50;Temperatura  a 0.1m;14.80;1;ºC
11/11/11 16:00;Temperatura  a 0.1m;14.96;1;ºC
11/11/11 16:10;Temperatura  a 0.1m;14.58;1;ºC
11/11/11 16:20;Temperatura  a 0.1m;14.32;1;ºC
11/11/11 16:30;Temperatura  a 0.1m;13.98;1;ºC
